,Model Name,Sample Size,Number Of Random Sample Test,Number Of Neighbors,Base Error Rate,Mean Error Rate On Random Samples,STD Of Error Rate On Random Samples,Max Error Rate On Random Samples,Min Error Rate On Random Samples,EUR Mean Error Rate On Random Samples,EUR STD Of Error Rate On Random Samples,EUR Max Error Rate On Random Samples,EUR Min Error Rate On Random Samples,EAS Mean Error Rate On Random Samples,EAS STD Of Error Rate On Random Samples,EAS Max Error Rate On Random Samples,EAS Min Error Rate On Random Samples,AMR Mean Error Rate On Random Samples,AMR STD Of Error Rate On Random Samples,AMR Max Error Rate On Random Samples,AMR Min Error Rate On Random Samples,SAS Mean Error Rate On Random Samples,SAS STD Of Error Rate On Random Samples,SAS Max Error Rate On Random Samples,SAS Min Error Rate On Random Samples,AFR Mean Error Rate On Random Samples,AFR STD Of Error Rate On Random Samples,AFR Max Error Rate On Random Samples,AFR Min Error Rate On Random Samples
68,KNeighborsClassifier,1000,1,6,0.176,0.229,,0.229,0.229,0.07106598984771574,,0.07106598984771574,0.07106598984771574,0.04,,0.04,0.04,0.7007874015748031,,0.7007874015748031,0.7007874015748031,0.5126903553299492,,0.5126903553299492,0.5126903553299492,0.05928853754940711,,0.05928853754940711,0.05928853754940711
69,KNeighborsClassifier,1000,1,6,0.176,0.237,,0.237,0.237,0.06280193236714976,,0.06280193236714976,0.06280193236714976,0.047872340425531915,,0.047872340425531915,0.047872340425531915,0.7007299270072993,,0.7007299270072993,0.7007299270072993,0.5145631067961165,,0.5145631067961165,0.5145631067961165,0.04597701149425287,,0.04597701149425287,0.04597701149425287
70,KNeighborsClassifier,1000,1,6,0.176,0.226,,0.226,0.226,0.045454545454545456,,0.045454545454545456,0.045454545454545456,0.037037037037037035,,0.037037037037037035,0.037037037037037035,0.7074829931972789,,0.7074829931972789,0.7074829931972789,0.4731182795698925,,0.4731182795698925,0.4731182795698925,0.06719367588932806,,0.06719367588932806,0.06719367588932806
71,KNeighborsClassifier,1000,1,6,0.176,0.215,,0.215,0.215,0.07476635514018691,,0.07476635514018691,0.07476635514018691,0.05319148936170213,,0.05319148936170213,0.05319148936170213,0.6691176470588235,,0.6691176470588235,0.6691176470588235,0.4029126213592233,,0.4029126213592233,0.4029126213592233,0.05859375,,0.05859375,0.05859375
72,KNeighborsClassifier,1000,1,6,0.176,0.241,,0.241,0.241,0.045454545454545456,,0.045454545454545456,0.045454545454545456,0.04455445544554455,,0.04455445544554455,0.04455445544554455,0.7446808510638298,,0.7446808510638298,0.7446808510638298,0.49473684210526314,,0.49473684210526314,0.49473684210526314,0.0931174089068826,,0.0931174089068826,0.0931174089068826
73,KNeighborsClassifier,1000,1,6,0.176,0.236,,0.236,0.236,0.05581395348837209,,0.05581395348837209,0.05581395348837209,0.03723404255319149,,0.03723404255319149,0.03723404255319149,0.7361111111111112,,0.7361111111111112,0.7361111111111112,0.5080213903743316,,0.5080213903743316,0.5080213903743316,0.06015037593984962,,0.06015037593984962,0.06015037593984962
74,KNeighborsClassifier,1000,1,6,0.176,0.243,,0.243,0.243,0.08695652173913043,,0.08695652173913043,0.08695652173913043,0.051643192488262914,,0.051643192488262914,0.051643192488262914,0.7291666666666666,,0.7291666666666666,0.7291666666666666,0.4752475247524752,,0.4752475247524752,0.4752475247524752,0.058365758754863814,,0.058365758754863814,0.058365758754863814
75,KNeighborsClassifier,1000,1,6,0.176,0.211,,0.211,0.211,0.043010752688172046,,0.043010752688172046,0.043010752688172046,0.04522613065326633,,0.04522613065326633,0.04522613065326633,0.6691729323308271,,0.6691729323308271,0.6691729323308271,0.4696969696969697,,0.4696969696969697,0.4696969696969697,0.04225352112676056,,0.04225352112676056,0.04225352112676056
76,KNeighborsClassifier,1000,1,6,0.176,0.226,,0.226,0.226,0.03587443946188341,,0.03587443946188341,0.03587443946188341,0.04020100502512563,,0.04020100502512563,0.04020100502512563,0.7571428571428571,,0.7571428571428571,0.7571428571428571,0.4942528735632184,,0.4942528735632184,0.4942528735632184,0.06463878326996197,,0.06463878326996197,0.06463878326996197
77,KNeighborsClassifier,1000,1,6,0.176,0.239,,0.239,0.239,0.06965174129353234,,0.06965174129353234,0.06965174129353234,0.014925373134328358,,0.014925373134328358,0.014925373134328358,0.7039473684210527,,0.7039473684210527,0.7039473684210527,0.5102040816326531,,0.5102040816326531,0.5102040816326531,0.06,,0.06,0.06
78,KNeighborsClassifier,1000,1,6,0.176,0.229,,0.229,0.229,0.05025125628140704,,0.05025125628140704,0.05025125628140704,0.026737967914438502,,0.026737967914438502,0.026737967914438502,0.7278911564625851,,0.7278911564625851,0.7278911564625851,0.4666666666666667,,0.4666666666666667,0.4666666666666667,0.058823529411764705,,0.058823529411764705,0.058823529411764705
79,KNeighborsClassifier,1000,1,6,0.176,0.23,,0.23,0.23,0.049019607843137254,,0.049019607843137254,0.049019607843137254,0.04040404040404041,,0.04040404040404041,0.04040404040404041,0.7364864864864865,,0.7364864864864865,0.7364864864864865,0.4594594594594595,,0.4594594594594595,0.4594594594594595,0.06792452830188679,,0.06792452830188679,0.06792452830188679
80,KNeighborsClassifier,1000,1,6,0.176,0.223,,0.223,0.223,0.07027027027027027,,0.07027027027027027,0.07027027027027027,0.041237113402061855,,0.041237113402061855,0.041237113402061855,0.6423357664233577,,0.6423357664233577,0.6423357664233577,0.44954128440366975,,0.44954128440366975,0.44954128440366975,0.06015037593984962,,0.06015037593984962,0.06015037593984962
81,KNeighborsClassifier,1000,1,6,0.176,0.24,,0.24,0.24,0.06018518518518518,,0.06018518518518518,0.06018518518518518,0.03864734299516908,,0.03864734299516908,0.03864734299516908,0.7272727272727273,,0.7272727272727273,0.7272727272727273,0.5333333333333333,,0.5333333333333333,0.5333333333333333,0.076,,0.076,0.076
82,KNeighborsClassifier,1000,1,6,0.176,0.218,,0.218,0.218,0.03626943005181347,,0.03626943005181347,0.03626943005181347,0.0425531914893617,,0.0425531914893617,0.0425531914893617,0.6453900709219859,,0.6453900709219859,0.6453900709219859,0.45408163265306123,,0.45408163265306123,0.45408163265306123,0.08156028368794327,,0.08156028368794327,0.08156028368794327
83,KNeighborsClassifier,1000,1,6,0.176,0.227,,0.227,0.227,0.08629441624365482,,0.08629441624365482,0.08629441624365482,0.05583756345177665,,0.05583756345177665,0.05583756345177665,0.6643356643356644,,0.6643356643356644,0.6643356643356644,0.47668393782383417,,0.47668393782383417,0.47668393782383417,0.040892193308550186,,0.040892193308550186,0.040892193308550186
84,KNeighborsClassifier,1000,1,6,0.176,0.229,,0.229,0.229,0.06572769953051644,,0.06572769953051644,0.06572769953051644,0.04878048780487805,,0.04878048780487805,0.04878048780487805,0.6818181818181818,,0.6818181818181818,0.6818181818181818,0.48554913294797686,,0.48554913294797686,0.48554913294797686,0.06274509803921569,,0.06274509803921569,0.06274509803921569
85,KNeighborsClassifier,1000,1,6,0.176,0.235,,0.235,0.235,0.0707070707070707,,0.0707070707070707,0.0707070707070707,0.04945054945054945,,0.04945054945054945,0.04945054945054945,0.710691823899371,,0.710691823899371,0.710691823899371,0.46774193548387094,,0.46774193548387094,0.46774193548387094,0.040145985401459854,,0.040145985401459854,0.040145985401459854
86,KNeighborsClassifier,1000,1,6,0.176,0.238,,0.238,0.238,0.052132701421800945,,0.052132701421800945,0.052132701421800945,0.021505376344086023,,0.021505376344086023,0.021505376344086023,0.674074074074074,,0.674074074074074,0.674074074074074,0.5296803652968036,,0.5296803652968036,0.5296803652968036,0.0642570281124498,,0.0642570281124498,0.0642570281124498
87,KNeighborsClassifier,1000,1,6,0.176,0.213,,0.213,0.213,0.06091370558375635,,0.06091370558375635,0.06091370558375635,0.0392156862745098,,0.0392156862745098,0.0392156862745098,0.6397058823529411,,0.6397058823529411,0.6397058823529411,0.4782608695652174,,0.4782608695652174,0.4782608695652174,0.06115107913669065,,0.06115107913669065,0.06115107913669065
88,KNeighborsClassifier,1000,1,6,0.176,0.253,,0.253,0.253,0.08823529411764706,,0.08823529411764706,0.08823529411764706,0.05759162303664921,,0.05759162303664921,0.05759162303664921,0.7241379310344828,,0.7241379310344828,0.7241379310344828,0.5175879396984925,,0.5175879396984925,0.5175879396984925,0.06130268199233716,,0.06130268199233716,0.06130268199233716
89,KNeighborsClassifier,1000,1,6,0.176,0.224,,0.224,0.224,0.06153846153846154,,0.06153846153846154,0.06153846153846154,0.05825242718446602,,0.05825242718446602,0.05825242718446602,0.6486486486486487,,0.6486486486486487,0.6486486486486487,0.48947368421052634,,0.48947368421052634,0.48947368421052634,0.038461538461538464,,0.038461538461538464,0.038461538461538464
90,KNeighborsClassifier,1000,1,6,0.176,0.206,,0.206,0.206,0.06372549019607843,,0.06372549019607843,0.06372549019607843,0.03980099502487562,,0.03980099502487562,0.03980099502487562,0.6461538461538462,,0.6461538461538462,0.6461538461538462,0.46703296703296704,,0.46703296703296704,0.46703296703296704,0.05653710247349823,,0.05653710247349823,0.05653710247349823
91,KNeighborsClassifier,1000,1,6,0.176,0.202,,0.202,0.202,0.07281553398058252,,0.07281553398058252,0.07281553398058252,0.027906976744186046,,0.027906976744186046,0.027906976744186046,0.6614173228346457,,0.6614173228346457,0.6614173228346457,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.03802281368821293,,0.03802281368821293,0.03802281368821293
92,KNeighborsClassifier,1000,1,6,0.176,0.243,,0.243,0.243,0.07853403141361257,,0.07853403141361257,0.07853403141361257,0.03139013452914798,,0.03139013452914798,0.03139013452914798,0.6986301369863014,,0.6986301369863014,0.6986301369863014,0.5198019801980198,,0.5198019801980198,0.5198019801980198,0.05485232067510549,,0.05485232067510549,0.05485232067510549
93,KNeighborsClassifier,1000,1,6,0.176,0.238,,0.238,0.238,0.075,,0.075,0.075,0.035897435897435895,,0.035897435897435895,0.035897435897435895,0.6971830985915493,,0.6971830985915493,0.6971830985915493,0.5027027027027027,,0.5027027027027027,0.5027027027027027,0.08303249097472924,,0.08303249097472924,0.08303249097472924
94,KNeighborsClassifier,1000,1,6,0.176,0.223,,0.223,0.223,0.06,,0.06,0.06,0.0392156862745098,,0.0392156862745098,0.0392156862745098,0.6985294117647058,,0.6985294117647058,0.6985294117647058,0.4845360824742268,,0.4845360824742268,0.4845360824742268,0.05263157894736842,,0.05263157894736842,0.05263157894736842
95,KNeighborsClassifier,1000,1,6,0.176,0.243,,0.243,0.243,0.08064516129032258,,0.08064516129032258,0.08064516129032258,0.03414634146341464,,0.03414634146341464,0.03414634146341464,0.7019867549668874,,0.7019867549668874,0.7019867549668874,0.5287958115183246,,0.5287958115183246,0.5287958115183246,0.052434456928838954,,0.052434456928838954,0.052434456928838954
96,KNeighborsClassifier,1000,1,6,0.176,0.24,,0.24,0.24,0.0966183574879227,,0.0966183574879227,0.0966183574879227,0.07142857142857142,,0.07142857142857142,0.07142857142857142,0.6901408450704225,,0.6901408450704225,0.6901408450704225,0.49732620320855614,,0.49732620320855614,0.49732620320855614,0.055970149253731345,,0.055970149253731345,0.055970149253731345
97,KNeighborsClassifier,1000,1,6,0.176,0.218,,0.218,0.218,0.032432432432432434,,0.032432432432432434,0.032432432432432434,0.04201680672268908,,0.04201680672268908,0.04201680672268908,0.7322834645669292,,0.7322834645669292,0.7322834645669292,0.47738693467336685,,0.47738693467336685,0.47738693467336685,0.055776892430278883,,0.055776892430278883,0.055776892430278883
98,KNeighborsClassifier,1000,1,6,0.176,0.21,,0.21,0.21,0.04145077720207254,,0.04145077720207254,0.04145077720207254,0.02727272727272727,,0.02727272727272727,0.02727272727272727,0.7054794520547946,,0.7054794520547946,0.7054794520547946,0.4083769633507853,,0.4083769633507853,0.4083769633507853,0.05622489959839357,,0.05622489959839357,0.05622489959839357
99,KNeighborsClassifier,1000,1,6,0.176,0.233,,0.233,0.233,0.07526881720430108,,0.07526881720430108,0.07526881720430108,0.05045871559633028,,0.05045871559633028,0.05045871559633028,0.6838709677419355,,0.6838709677419355,0.6838709677419355,0.5027932960893855,,0.5027932960893855,0.5027932960893855,0.04580152671755725,,0.04580152671755725,0.04580152671755725
